Country,State,City,District,Zip Code
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Danurejan,55211
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Gedongtengen,55271
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Gondokusuman,55222
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Gondomanan,55121
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Jetis,55231
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Kotagede,55171
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Kraton,55131
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Mantrijeron,55141
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Mergangsan,55151
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Ngampilan,55261
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Pakualaman,55112
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Tegalrejo,55243
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Umbulharjo,55161
Indonesia,D.I Yogyakarta,Kota Yogyakarta,Wirobrajan,55252
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Berbah,55573
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Cangkringan,55583
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Depok,55281
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Gamping,55291
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Godean,55264
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Kalasan,55571
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Minggir,55562
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Mlati,55287
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Moyudan,55563
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Ngaglik,55581
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Ngemplak,55584
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Pakem,55582
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Prambanan,55572
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Seyegan,55561
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Sleman,55511
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Tempel,55552
Indonesia,D.I Yogyakarta,Kabupaten Sleman,Turi,55551
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Banguntapan,55191
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Bantul,55711
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Dlingo,55783
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Imogiri,55782
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Jetis,55781
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Kasihan,55182
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Kretek,55772
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Pajangan,55751
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Pandak,55761
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Piyungan,55792
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Pleret,55791
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Pundong,55771
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Sanden,55763
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Srandakan,55762
Indonesia,D.I Yogyakarta,Kabupaten Bantul,Sewon,55187
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Gedangsari,55863
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Girisubo,55883
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Karangmojo,55891
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Ngawen,55853
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Nglipar,55852
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Paliyan,55871
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Panggang,55872
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Patuk,55862
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Playen,55861
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Ponjong,55892
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Purwosari,55854
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Rongkop,55882
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Semanu,55861
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Semin,55854
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Saptosari,55871
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Tanjungsari,55881
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Tepus,55881
Indonesia,D.I Yogyakarta,Kabupaten Gunungkidul,Wonosari,55813
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Galur,55661
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Girimulyo,55674
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Kalibawang,55672
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Kokap,55653
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Lendah,55663
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Nanggulan,55671
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Panjatan,55655
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Pengasih,55652
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Samigaluh,55673
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Sentolo,55664
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Temon,55654
Indonesia,D.I Yogyakarta,Kabupaten Kulon Progo,Wates,55611
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Banjarmangu,53452
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Banjarnegara,53412
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Batur,53456
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Bawang,53471
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Kalibening,53458
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Karangkobar,53453
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Madukara,53482
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Mandiraja,53473
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Pagentan,53455
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Pejawaran,53454
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Punggelan,53462
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Purwanegara,53472
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Purworejo Klampok,53474
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Rakit,53463
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Sigaluh,53481
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Susukan,53475
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Wanadadi,53461
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Wanayasa,53457
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Pagedongan,53418
Indonesia,Jawa Tengah,Kabupaten Banjarnegara,Pandanarum,53458
Indonesia,Jawa Tengah,Kabupaten Banyumas,Ajibarang,53163
Indonesia,Jawa Tengah,Kabupaten Banyumas,Banyumas,53192
Indonesia,Jawa Tengah,Kabupaten Banyumas,Baturraden,53151
Indonesia,Jawa Tengah,Kabupaten Banyumas,Cilongok,53162
Indonesia,Jawa Tengah,Kabupaten Banyumas,Gumelar,53165
Indonesia,Jawa Tengah,Kabupaten Banyumas,Jatilawang,53174
Indonesia,Jawa Tengah,Kabupaten Banyumas,Kalibagor,53191
Indonesia,Jawa Tengah,Kabupaten Banyumas,Karanglewas,53161
Indonesia,Jawa Tengah,Kabupaten Banyumas,Kebasen,53172
Indonesia,Jawa Tengah,Kabupaten Banyumas,Kedungbanteng,53152
Indonesia,Jawa Tengah,Kabupaten Banyumas,Kembaran,53182
Indonesia,Jawa Tengah,Kabupaten Banyumas,Kemranjen,53194
Indonesia,Jawa Tengah,Kabupaten Banyumas,Lumbir,53177
Indonesia,Jawa Tengah,Kabupaten Banyumas,Patikraja,53171
Indonesia,Jawa Tengah,Kabupaten Banyumas,Pekuncen,53164
Indonesia,Jawa Tengah,Kabupaten Banyumas,Purwojati,53175
Indonesia,Jawa Tengah,Kabupaten Banyumas,Rawalo,53173
Indonesia,Jawa Tengah,Kabupaten Banyumas,Sokaraja,53181
Indonesia,Jawa Tengah,Kabupaten Banyumas,Sumbang,53183
Indonesia,Jawa Tengah,Kabupaten Banyumas,Sumpiuh,53195
Indonesia,Jawa Tengah,Kabupaten Banyumas,Tambak,53196
Indonesia,Jawa Tengah,Kabupaten Banyumas,Wangon,53176
Indonesia,Jawa Tengah,Kabupaten Batang,Bandar,51254
Indonesia,Jawa Tengah,Kabupaten Batang,Banyuputih,51271
Indonesia,Jawa Tengah,Kabupaten Batang,Batang,51216
Indonesia,Jawa Tengah,Kabupaten Batang,Blado,51255
Indonesia,Jawa Tengah,Kabupaten Batang,Gringsing,51281
Indonesia,Jawa Tengah,Kabupaten Batang,Kandeman,51261
Indonesia,Jawa Tengah,Kabupaten Batang,Limpung,51271
Indonesia,Jawa Tengah,Kabupaten Batang,Pecalungan,51262
Indonesia,Jawa Tengah,Kabupaten Batang,Reban,51273
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Colomadu,57173
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Gondangrejo,57188
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jaten,57731
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jatipuro,57784
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jatiyoso,57785
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jenawi,57794
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jumantono,57782
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Jumapolo,57783
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Karanganyar,57711
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Karangpandan,57791
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Kebakkramat,57762
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Kerjo,57753
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Matesih,57781
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Mojogedang,57752
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Ngargoyoso,57793
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Tasikmadu,57721
Indonesia,Jawa Tengah,Kabupaten Karanganyar,Tawangmangu,57792
Indonesia,Jawa Tengah,Kabupaten Kebumen,Adimulyo,54363
Indonesia,Jawa Tengah,Kabupaten Kebumen,Alian,54352
Indonesia,Jawa Tengah,Kabupaten Kebumen,Ambal,54392
Indonesia,Jawa Tengah,Kabupaten Kebumen,Ayah,54473
Indonesia,Jawa Tengah,Kabupaten Kebumen,Bonorowo,54395
Indonesia,Jawa Tengah,Kabupaten Kebumen,Buayan,54474
Indonesia,Jawa Tengah,Kabupaten Kebumen,Buluspesantren,54391
Indonesia,Jawa Tengah,Kabupaten Kebumen,Gombong,54412
Indonesia,Jawa Tengah,Kabupaten Kebumen,Karanganyar,54364
Indonesia,Jawa Tengah,Kabupaten Kebumen,Karanggayam,54365
Indonesia,Jawa Tengah,Kabupaten Kebumen,Karangsambung,54353
Indonesia,Jawa Tengah,Kabupaten Kebumen,Kebumen,54311
Indonesia,Jawa Tengah,Kabupaten Kebumen,Klirong,54381
Indonesia,Jawa Tengah,Kabupaten Kebumen,Kutowinangun,54393
Indonesia,Jawa Tengah,Kabupaten Kebumen,Kuwarasan,54366
Indonesia,Jawa Tengah,Kabupaten Kebumen,Mirit,54394
Indonesia,Jawa Tengah,Kabupaten Kebumen,Padureso,54394
Indonesia,Jawa Tengah,Kabupaten Kebumen,Pejagoan,54361
Indonesia,Jawa Tengah,Kabupaten Kebumen,Petanahan,54382
Indonesia,Jawa Tengah,Kabupaten Kebumen,Poncowarno,54393
Indonesia,Jawa Tengah,Kabupaten Kebumen,Prembun,54394
Indonesia,Jawa Tengah,Kabupaten Kebumen,Puring,54383
Indonesia,Jawa Tengah,Kabupaten Kebumen,Rowokele,54472
Indonesia,Jawa Tengah,Kabupaten Kebumen,Sadang,54353
Indonesia,Jawa Tengah,Kabupaten Kebumen,Sempor,54471
Indonesia,Jawa Tengah,Kabupaten Kebumen,Sruweng,54362
Indonesia,Jawa Tengah,Kabupaten Kendal,Boja,51381
Indonesia,Jawa Tengah,Kabupaten Kendal,Brangsong,51371
Indonesia,Jawa Tengah,Kabupaten Kendal,Cepiring,51352
Indonesia,Jawa Tengah,Kabupaten Kendal,Gemuh,51356
Indonesia,Jawa Tengah,Kabupaten Kendal,Kaliwungu,51372
Indonesia,Jawa Tengah,Kabupaten Kendal,Kaliwungu Selatan,51372
Indonesia,Jawa Tengah,Kabupaten Kendal,Kangkung,51353
Indonesia,Jawa Tengah,Kabupaten Kendal,Kendal,51313
Indonesia,Jawa Tengah,Kabupaten Kendal,Limbangan,51383
Indonesia,Jawa Tengah,Kabupaten Kendal,Ngampel,51357
Indonesia,Jawa Tengah,Kabupaten Kendal,Pagerruyung,51361
Indonesia,Jawa Tengah,Kabupaten Kendal,Patean,51364
Indonesia,Jawa Tengah,Kabupaten Kendal,Patebon,51351
Indonesia,Jawa Tengah,Kabupaten Kendal,Pegandon,51357
Indonesia,Jawa Tengah,Kabupaten Kendal,Plantungan,51362
Indonesia,Jawa Tengah,Kabupaten Kendal,Ringinarum,51356
Indonesia,Jawa Tengah,Kabupaten Kendal,Rowosari,51354
Indonesia,Jawa Tengah,Kabupaten Kendal,Singorojo,51382
Indonesia,Jawa Tengah,Kabupaten Kendal,Sukorejo,51363
Indonesia,Jawa Tengah,Kabupaten Kendal,Weleri,51355
Indonesia,Jawa Tengah,Kabupaten Klaten,Bayat,57462
Indonesia,Jawa Tengah,Kabupaten Klaten,Cawas,57463
Indonesia,Jawa Tengah,Kabupaten Klaten,Ceper,57465
Indonesia,Jawa Tengah,Kabupaten Klaten,Delanggu,57471
Indonesia,Jawa Tengah,Kabupaten Klaten,Gantiwarno,57455
Indonesia,Jawa Tengah,Kabupaten Klaten,Jatinom,57481
Indonesia,Jawa Tengah,Kabupaten Klaten,Jogonalan,57452
Indonesia,Jawa Tengah,Kabupaten Klaten,Juwiring,57472
Indonesia,Jawa Tengah,Kabupaten Klaten,Kalikotes,57451
Indonesia,Jawa Tengah,Kabupaten Klaten,Karanganom,57475
Indonesia,Jawa Tengah,Kabupaten Klaten,Karangdowo,57464
Indonesia,Jawa Tengah,Kabupaten Klaten,Karangnongko,57483
Indonesia,Jawa Tengah,Kabupaten Klaten,Kebonarum,57486
Indonesia,Jawa Tengah,Kabupaten Klaten,Kemalang,57484
Indonesia,Jawa Tengah,Kabupaten Klaten,Klaten Selatan,57424
Indonesia,Jawa Tengah,Kabupaten Klaten,Klaten Tengah,57411
Indonesia,Jawa Tengah,Kabupaten Klaten,Klaten Utara,57434
Indonesia,Jawa Tengah,Kabupaten Klaten,Manisrenggo,57485
Indonesia,Jawa Tengah,Kabupaten Klaten,Ngawen,57466
Indonesia,Jawa Tengah,Kabupaten Klaten,Pedan,57468
Indonesia,Jawa Tengah,Kabupaten Klaten,Polanharjo,57474
Indonesia,Jawa Tengah,Kabupaten Klaten,Prambanan,57454
Indonesia,Jawa Tengah,Kabupaten Klaten,Trucuk,57467
Indonesia,Jawa Tengah,Kabupaten Klaten,Tulung,57482
Indonesia,Jawa Tengah,Kabupaten Klaten,Wedi,57461
Indonesia,Jawa Tengah,Kabupaten Klaten,Wonosari,57473
Indonesia,Jawa Tengah,Kabupaten Kudus,Bae,59325
Indonesia,Jawa Tengah,Kabupaten Kudus,Dawe,59353
Indonesia,Jawa Tengah,Kabupaten Kudus,Gebog,59333
Indonesia,Jawa Tengah,Kabupaten Kudus,Jati,59345
Indonesia,Jawa Tengah,Kabupaten Kudus,Jekulo,59382
Indonesia,Jawa Tengah,Kabupaten Kudus,Kaliwungu,59361
Indonesia,Jawa Tengah,Kabupaten Kudus,Kota Kudus,59311
Indonesia,Jawa Tengah,Kabupaten Kudus,Mejobo,59381
Indonesia,Jawa Tengah,Kabupaten Kudus,Undaan,59372
Indonesia,Jawa Tengah,Kabupaten Magelang,Bandongan,56151
Indonesia,Jawa Tengah,Kabupaten Magelang,Borobudur,56553
Indonesia,Jawa Tengah,Kabupaten Magelang,Candimulyo,56191
Indonesia,Jawa Tengah,Kabupaten Magelang,Dukun,56482
Indonesia,Jawa Tengah,Kabupaten Magelang,Grabag,56196
Indonesia,Jawa Tengah,Kabupaten Magelang,Kajoran,56163
Indonesia,Jawa Tengah,Kabupaten Magelang,Kaliangkrik,56172
Indonesia,Jawa Tengah,Kabupaten Magelang,Mertoyudan,56172
Indonesia,Jawa Tengah,Kabupaten Magelang,Mungkid,56511
Indonesia,Jawa Tengah,Kabupaten Magelang,Muntilan,56411
Indonesia,Jawa Tengah,Kabupaten Magelang,Ngablak,56194
Indonesia,Jawa Tengah,Kabupaten Magelang,Ngluwar,56485
Indonesia,Jawa Tengah,Kabupaten Magelang,Pakis,56193
Indonesia,Jawa Tengah,Kabupaten Magelang,Salam,56484
Indonesia,Jawa Tengah,Kabupaten Magelang,Salaman,56162
Indonesia,Jawa Tengah,Kabupaten Magelang,Sawangan,56481
Indonesia,Jawa Tengah,Kabupaten Magelang,Secang,56195
Indonesia,Jawa Tengah,Kabupaten Magelang,Srumbung,56483
Indonesia,Jawa Tengah,Kabupaten Magelang,Tegalrejo,56192
Indonesia,Jawa Tengah,Kabupaten Magelang,Tempuran,56161
Indonesia,Jawa Tengah,Kabupaten Magelang,Windusari,56152
Indonesia,Jawa Tengah,Kota Magelang,Magelang Selatan,56123
Indonesia,Jawa Tengah,Kota Magelang,Magelang Tengah,56121
Indonesia,Jawa Tengah,Kota Magelang,Magelang Utara,56115
Indonesia,Jawa Tengah,Kabupaten Pati,Batangan,59186
Indonesia,Jawa Tengah,Kabupaten Pati,Cluwak,59157
Indonesia,Jawa Tengah,Kabupaten Pati,Dukuhseti,59158
Indonesia,Jawa Tengah,Kabupaten Pati,Gabus,59173
Indonesia,Jawa Tengah,Kabupaten Pati,Gembong,59162
Indonesia,Jawa Tengah,Kabupaten Pati,Gunungwungkal,59156
Indonesia,Jawa Tengah,Kabupaten Pati,Jaken,59184
Indonesia,Jawa Tengah,Kabupaten Pati,Jakenan,59182
Indonesia,Jawa Tengah,Kabupaten Pati,Juwana,59185
Indonesia,Jawa Tengah,Kabupaten Pati,Kayen,59171
Indonesia,Jawa Tengah,Kabupaten Pati,Margorejo,59163
Indonesia,Jawa Tengah,Kabupaten Pati,Margoyoso,59154
Indonesia,Jawa Tengah,Kabupaten Pati,Pati,59114
Indonesia,Jawa Tengah,Kabupaten Pati,Pucakwangi,59183
Indonesia,Jawa Tengah,Kabupaten Pati,Sukolilo,59172
Indonesia,Jawa Tengah,Kabupaten Pati,Tambakromo,59174
Indonesia,Jawa Tengah,Kabupaten Pati,Tayu,59155
Indonesia,Jawa Tengah,Kabupaten Pati,Tlogowungu,59161
Indonesia,Jawa Tengah,Kabupaten Pati,Trangkil,59153
Indonesia,Jawa Tengah,Kabupaten Pati,Wedarijaksa,59152
Indonesia,Jawa Tengah,Kabupaten Pati,Winong,59181
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Bojong,51156
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Buaran,51171
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Doro,51191
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Kajen,51161
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Kandangserang,51163
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Karanganyar,51182
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Karangdadap,51174
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Kedungwuni,51173
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Kesesi,51162
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Lebakbarang,51183
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Paninggaran,51164
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Petungkriyono,51193
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Siwalan,51137
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Sragi,51155
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Talun,51192
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Tirto,51151
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Wiradesa,51152
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Wonokerto,51153
Indonesia,Jawa Tengah,Kabupaten Pekalongan,Wonopringgo,51181
Indonesia,Jawa Tengah,Kota Pekalongan,Pekalongan Barat,51113
Indonesia,Jawa Tengah,Kota Pekalongan,Pekalongan Selatan,51122
Indonesia,Jawa Tengah,Kota Pekalongan,Pekalongan Timur,51127
Indonesia,Jawa Tengah,Kota Pekalongan,Pekalongan Utara,51143
Indonesia,Jawa Tengah,Kabupaten Pemalang,Ampelgading,52364
Indonesia,Jawa Tengah,Kabupaten Pemalang,Bantarbolang,52352
Indonesia,Jawa Tengah,Kabupaten Pemalang,Belik,52356
Indonesia,Jawa Tengah,Kabupaten Pemalang,Bodeh,52365
Indonesia,Jawa Tengah,Kabupaten Pemalang,Comal,52363
Indonesia,Jawa Tengah,Kabupaten Pemalang,Moga,52354
Indonesia,Jawa Tengah,Kabupaten Pemalang,Pemalang,52319
Indonesia,Jawa Tengah,Kabupaten Pemalang,Petarukan,52362
Indonesia,Jawa Tengah,Kabupaten Pemalang,Pulosari,52355
Indonesia,Jawa Tengah,Kabupaten Pemalang,Randudongkal,52353
Indonesia,Jawa Tengah,Kabupaten Pemalang,Taman,52361
Indonesia,Jawa Tengah,Kabupaten Pemalang,Ulujami,52371
Indonesia,Jawa Tengah,Kabupaten Pemalang,Warungpring,52354
Indonesia,Jawa Tengah,Kabupaten Pemalang,Watukumpul,52357
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Bobotsari,53353
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Bojongsari,53362
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Bukateja,53382
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kaligondang,53391
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kalimanah,53371
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Karanganyar,53354
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Karangjambu,53357
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Karangmoncol,53355
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Karangreja,53357
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kejobong,53392
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kemangkon,53381
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kertanegara,53354
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Kutasari,53361
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Mrebet,53352
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Padamara,53372
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Pengadegan,53393
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Purbalingga,53312
Indonesia,Jawa Tengah,Kabupaten Purbalingga,Rembang,53356
Indonesia,Jawa Tengah,Kabupaten Purworejo,Bagelen,54174
Indonesia,Jawa Tengah,Kabupaten Purworejo,Banyuurip,54171
Indonesia,Jawa Tengah,Kabupaten Purworejo,Bener,54183
Indonesia,Jawa Tengah,Kabupaten Purworejo,Bruno,54261
Indonesia,Jawa Tengah,Kabupaten Purworejo,Butuh,54264
Indonesia,Jawa Tengah,Kabupaten Purworejo,Gebang,54191
Indonesia,Jawa Tengah,Kabupaten Purworejo,Grabag,54265
Indonesia,Jawa Tengah,Kabupaten Purworejo,Kaligesing,54175
Indonesia,Jawa Tengah,Kabupaten Purworejo,Kemiri,54262
Indonesia,Jawa Tengah,Kabupaten Purworejo,Kutoarjo,54212
Indonesia,Jawa Tengah,Kabupaten Purworejo,Loano,54181
Indonesia,Jawa Tengah,Kabupaten Purworejo,Ngombol,54172
Indonesia,Jawa Tengah,Kabupaten Purworejo,Pituruh,54263
Indonesia,Jawa Tengah,Kabupaten Purworejo,Purwodadi,54173
Indonesia,Jawa Tengah,Kabupaten Purworejo,Purworejo,54111
Indonesia,Jawa Tengah,Kabupaten Purworejo,Bayan,54222
Indonesia,Jawa Tengah,Kabupaten Rembang,Bulu,59255
Indonesia,Jawa Tengah,Kabupaten Rembang,Gunem,59263
Indonesia,Jawa Tengah,Kabupaten Rembang,Kaliori,59252
Indonesia,Jawa Tengah,Kabupaten Rembang,Kragan,59273
Indonesia,Jawa Tengah,Kabupaten Rembang,Lasem,59271
Indonesia,Jawa Tengah,Kabupaten Rembang,Pamotan,59261
Indonesia,Jawa Tengah,Kabupaten Rembang,Pancur,59262
Indonesia,Jawa Tengah,Kabupaten Rembang,Rembang,59219
Indonesia,Jawa Tengah,Kabupaten Rembang,Sale,59265
Indonesia,Jawa Tengah,Kabupaten Rembang,Sarang,59274
Indonesia,Jawa Tengah,Kabupaten Rembang,Sedan,59264
Indonesia,Jawa Tengah,Kabupaten Rembang,Sluke,59272
Indonesia,Jawa Tengah,Kabupaten Rembang,Sulang,59253
Indonesia,Jawa Tengah,Kabupaten Rembang,Sumber,59253
Indonesia,Jawa Tengah,Kota Semarang,Banyumanik,50264
Indonesia,Jawa Tengah,Kota Semarang,Candisari,50254
Indonesia,Jawa Tengah,Kota Semarang,Gajahmungkur,50232
Indonesia,Jawa Tengah,Kota Semarang,Gayamsari,50248
Indonesia,Jawa Tengah,Kota Semarang,Genuk,50115
Indonesia,Jawa Tengah,Kota Semarang,Gunungpati,50225
Indonesia,Jawa Tengah,Kota Semarang,Mijen,50218
Indonesia,Jawa Tengah,Kota Semarang,Ngaliyan,50185
Indonesia,Jawa Tengah,Kota Semarang,Pedurungan,50192
Indonesia,Jawa Tengah,Kota Semarang,Semarang Barat,50141
Indonesia,Jawa Tengah,Kota Semarang,Semarang Selatan,50245
Indonesia,Jawa Tengah,Kota Semarang,Semarang Tengah,50134
Indonesia,Jawa Tengah,Kota Semarang,Semarang Timur,50126
Indonesia,Jawa Tengah,Kota Semarang,Semarang Utara,50175
Indonesia,Jawa Tengah,Kota Semarang,Tembalang,50275
Indonesia,Jawa Tengah,Kota Semarang,Tugu,50151
Indonesia,Jawa Tengah,Kabupaten Sragen,Gemolong,57274
Indonesia,Jawa Tengah,Kabupaten Sragen,Gesi,57262
Indonesia,Jawa Tengah,Kabupaten Sragen,Gondang,57254
Indonesia,Jawa Tengah,Kabupaten Sragen,Jenar,57256
Indonesia,Jawa Tengah,Kabupaten Sragen,Kalijambe,57275
Indonesia,Jawa Tengah,Kabupaten Sragen,Karangmalang,57222
Indonesia,Jawa Tengah,Kabupaten Sragen,Kedawung,57292
Indonesia,Jawa Tengah,Kabupaten Sragen,Masaran,57282
Indonesia,Jawa Tengah,Kabupaten Sragen,Miri,57276
Indonesia,Jawa Tengah,Kabupaten Sragen,Mondokan,57271
Indonesia,Jawa Tengah,Kabupaten Sragen,Ngrampal,57252
Indonesia,Jawa Tengah,Kabupaten Sragen,Plupuh,57283
Indonesia,Jawa Tengah,Kabupaten Sragen,Sambirejo,57293
Indonesia,Jawa Tengah,Kabupaten Sragen,Sambungmacan,57253
Indonesia,Jawa Tengah,Kabupaten Sragen,Sidoharjo,57281
